Order_ID,Date,Customer,Product,Category,Region,Sales,Cost,Profit
1202,2026-07-25,Ken Ito,Chair,Furniture,Kyoto,163053,97831.8,65221.2
1203,2026-07-26,Anna Kim,Desk,Furniture,Tokyo,25438,15262.8,10175.2
1204,2026-07-27,David Park,Table,Electronics,Nagoya,235305,141183,94122
1205,2026-07-28,John Smith,Laptop,Electronics,Tokyo,497061,298236.6,198824.4
1206,2026-07-29,Maria Lee,Phone,Electronics,Osaka,256942,154165.2,102776.8
1207,2026-07-30,Ken Ito,Chair,Furniture,Kyoto,335962,201577.2,134384.8
1208,2026-07-31,Anna Kim,Desk,Furniture,Tokyo,251836,151101.6,100734.4
1209,2026-08-01,David Park,Table,Electronics,Nagoya,266629,159977.4,106651.6
1210,2026-08-02,John Smith,Laptop,Electronics,Tokyo,442937,265762.2,177174.8
1211,2026-08-03,Maria Lee,Phone,Electronics,Osaka,330987,198592.2,132394.8
1212,2026-08-04,Ken Ito,Chair,Furniture,Kyoto,336020,201612,134408
1213,2026-08-05,Anna Kim,Desk,Furniture,Tokyo,305581,183348.6,122232.4
1214,2026-08-06,David Park,Table,Electronics,Nagoya,429871,257922.6,171948.4
1215,2026-08-07,John Smith,Laptop,Electronics,Tokyo,476003,285601.8,190401.2
1216,2026-08-08,Maria Lee,Phone,Electronics,Osaka,358975,215385,143590
1217,2026-08-09,Ken Ito,Chair,Furniture,Kyoto,327049,196229.4,130819.6
1218,2026-08-10,Anna Kim,Desk,Furniture,Tokyo,248840,149304,99536
1219,2026-08-11,David Park,Table,Electronics,Nagoya,180389,108233.4,72155.6
1220,2026-08-12,John Smith,Laptop,Electronics,Tokyo,293368,176020.8,117347.2
1221,2026-08-13,Maria Lee,Phone,Electronics,Osaka,455030,273018,182012
1222,2026-08-14,Ken Ito,Chair,Furniture,Kyoto,219281,131568.6,87712.4
1223,2026-08-15,Anna Kim,Desk,Furniture,Tokyo,434897,260938.2,173958.8
1224,2026-08-16,David Park,Table,Electronics,Nagoya,470670,282402,188268
1225,2026-08-17,John Smith,Laptop,Electronics,Tokyo,340430,204258,136172
1226,2026-08-18,Maria Lee,Phone,Electronics,Osaka,29491,17694.6,11796.4
1227,2026-08-19,Ken Ito,Chair,Furniture,Kyoto,486097,291658.2,194438.8
1228,2026-08-20,Anna Kim,Desk,Furniture,Tokyo,287712,172627.2,115084.8
1229,2026-08-21,David Park,Table,Electronics,Nagoya,341884,205130.4,136753.6
1230,2026-08-22,John Smith,Laptop,Electronics,Tokyo,458042,274825.2,183216.8
1231,2026-08-23,Maria Lee,Phone,Electronics,Osaka,111215,66729,44486
1232,2026-08-24,Ken Ito,Chair,Furniture,Kyoto,299083,179449.8,119633.2
1233,2026-08-25,Anna Kim,Desk,Furniture,Tokyo,256398,153838.8,102559.2
1234,2026-08-26,David Park,Table,Electronics,Nagoya,494889,296933.4,197955.6
1235,2026-08-27,John Smith,Laptop,Electronics,Tokyo,303711,182226.6,121484.4
1236,2026-08-28,Maria Lee,Phone,Electronics,Osaka,61985,37191,24794
1237,2026-08-29,Ken Ito,Chair,Furniture,Kyoto,352583,211549.8,141033.2
1238,2026-08-30,Anna Kim,Desk,Furniture,Tokyo,402810,241686,161124
1239,2026-08-31,David Park,Table,Electronics,Nagoya,396173,237703.8,158469.2
1240,2026-09-01,John Smith,Laptop,Electronics,Tokyo,314718,188830.8,125887.2
1241,2026-09-02,Maria Lee,Phone,Electronics,Osaka,308757,185254.2,123502.8
1242,2026-09-03,Ken Ito,Chair,Furniture,Kyoto,45914,27548.4,18365.6
1243,2026-09-04,Anna Kim,Desk,Furniture,Tokyo,457315,274389,182926
1244,2026-09-05,David Park,Table,Electronics,Nagoya,451378,270826.8,180551.2
1245,2026-09-06,John Smith,Laptop,Electronics,Tokyo,325794,195476.4,130317.6
1246,2026-09-07,Maria Lee,Phone,Electronics,Osaka,84627,50776.2,33850.8
1247,2026-09-08,Ken Ito,Chair,Furniture,Kyoto,466381,279828.6,186552.4
1248,2026-09-09,Anna Kim,Desk,Furniture,Tokyo,429691,257814.6,171876.4
1249,2026-09-10,David Park,Table,Electronics,Nagoya,334912,200947.2,133964.8
1250,2026-09-11,John Smith,Laptop,Electronics,Tokyo,81493,48895.8,32597.2
1251,2026-09-12,Maria Lee,Phone,Electronics,Osaka,72180,43308,28872
1252,2026-09-13,Ken Ito,Chair,Furniture,Kyoto,178858,107314.8,71543.2
1253,2026-09-14,Anna Kim,Desk,Furniture,Tokyo,140052,84031.2,56020.8
1254,2026-09-15,David Park,Table,Electronics,Nagoya,311795,187077,124718
1255,2026-09-16,John Smith,Laptop,Electronics,Tokyo,110492,66295.2,44196.8
1256,2026-09-17,Maria Lee,Phone,Electronics,Osaka,338964,203378.4,135585.6
1257,2026-09-18,Ken Ito,Chair,Furniture,Kyoto,95688,57412.8,38275.2
1258,2026-09-19,Anna Kim,Desk,Furniture,Tokyo,418092,250855.2,167236.8
1259,2026-09-20,David Park,Table,Electronics,Nagoya,18168,10900.8,7267.2
1260,2026-09-21,John Smith,Laptop,Electronics,Tokyo,68305,40983,27322
1261,2026-09-22,Maria Lee,Phone,Electronics,Osaka,46064,27638.4,18425.6
1262,2026-09-23,Ken Ito,Chair,Furniture,Kyoto,459149,275489.4,183659.6
1263,2026-09-24,Anna Kim,Desk,Furniture,Tokyo,137458,82474.8,54983.2
1264,2026-09-25,David Park,Table,Electronics,Nagoya,123394,74036.4,49357.6
1265,2026-09-26,John Smith,Laptop,Electronics,Tokyo,380974,228584.4,152389.6
1266,2026-09-27,Maria Lee,Phone,Electronics,Osaka,483476,290085.6,193390.4
1267,2026-09-28,Ken Ito,Chair,Furniture,Kyoto,403437,242062.2,161374.8
1268,2026-09-29,Anna Kim,Desk,Furniture,Tokyo,395083,237049.8,158033.2
1269,2026-09-30,David Park,Table,Electronics,Nagoya,51621,30972.6,20648.4
1270,2026-10-01,John Smith,Laptop,Electronics,Tokyo,279062,167437.2,111624.8
1271,2026-10-02,Maria Lee,Phone,Electronics,Osaka,419964,251978.4,167985.6
1272,2026-10-03,Ken Ito,Chair,Furniture,Kyoto,463384,278030.4,185353.6
1273,2026-10-04,Anna Kim,Desk,Furniture,Tokyo,261630,156978,104652
1274,2026-10-05,David Park,Table,Electronics,Nagoya,390573,234343.8,156229.2
1275,2026-10-06,John Smith,Laptop,Electronics,Tokyo,235949,141569.4,94379.6
1276,2026-10-07,Maria Lee,Phone,Electronics,Osaka,400129,240077.4,160051.6
1277,2026-10-08,Ken Ito,Chair,Furniture,Kyoto,281382,168829.2,112552.8
1278,2026-10-09,Anna Kim,Desk,Furniture,Tokyo,71540,42924,28616
1279,2026-10-10,David Park,Table,Electronics,Nagoya,368287,220972.2,147314.8
1280,2026-10-11,John Smith,Laptop,Electronics,Tokyo,435068,261040.8,174027.2
1281,2026-10-12,Maria Lee,Phone,Electronics,Osaka,179987,107992.2,71994.8
1282,2026-10-13,Ken Ito,Chair,Furniture,Kyoto,161821,97092.6,64728.4
1283,2026-10-14,Anna Kim,Desk,Furniture,Tokyo,283473,170083.8,113389.2
1284,2026-10-15,David Park,Table,Electronics,Nagoya,125458,75274.8,50183.2
1285,2026-10-16,John Smith,Laptop,Electronics,Tokyo,259268,155560.8,103707.2
1286,2026-10-17,Maria Lee,Phone,Electronics,Osaka,103374,62024.4,41349.6
1287,2026-10-18,Ken Ito,Chair,Furniture,Kyoto,149721,89832.6,59888.4
1288,2026-10-19,Anna Kim,Desk,Furniture,Tokyo,461649,276989.4,184659.6
1289,2026-10-20,David Park,Table,Electronics,Nagoya,139533,83719.8,55813.2
1290,2026-10-21,John Smith,Laptop,Electronics,Tokyo,492668,295600.8,197067.2
1291,2026-10-22,Maria Lee,Phone,Electronics,Osaka,77643,46585.8,31057.2
1292,2026-10-23,Ken Ito,Chair,Furniture,Kyoto,61316,36789.6,24526.4
1293,2026-10-24,Anna Kim,Desk,Furniture,Tokyo,10575,6345,4230
1294,2026-10-25,David Park,Table,Electronics,Nagoya,497063,298237.8,198825.2
1295,2026-10-26,John Smith,Laptop,Electronics,Tokyo,446614,267968.4,178645.6
1296,2026-10-27,Maria Lee,Phone,Electronics,Osaka,475298,285178.8,190119.2
1297,2026-10-28,Ken Ito,Chair,Furniture,Kyoto,377866,226719.6,151146.4
1298,2026-10-29,Anna Kim,Desk,Furniture,Tokyo,308883,185329.8,123553.2
1299,2026-10-30,David Park,Table,Electronics,Nagoya,388254,232952.4,155301.6
1300,2026-10-31,John Smith,Laptop,Electronics,Tokyo,173446,104067.6,69378.4
1301,2026-11-01,Maria Lee,Phone,Electronics,Osaka,492524,295514.4,197009.6
1302,2026-11-02,Ken Ito,Chair,Furniture,Kyoto,467097,280258.2,186838.8
1303,2026-11-03,Anna Kim,Desk,Furniture,Tokyo,249372,149623.2,99748.8
1304,2026-11-04,David Park,Table,Electronics,Nagoya,344433,206659.8,137773.2
1305,2026-11-05,John Smith,Laptop,Electronics,Tokyo,91380,54828,36552
1306,2026-11-06,Maria Lee,Phone,Electronics,Osaka,384263,230557.8,153705.2
1307,2026-11-07,Ken Ito,Chair,Furniture,Kyoto,36123,21673.8,14449.2
1308,2026-11-08,Anna Kim,Desk,Furniture,Tokyo,126134,75680.4,50453.6
1309,2026-11-09,David Park,Table,Electronics,Nagoya,281711,169026.6,112684.4
1310,2026-11-10,John Smith,Laptop,Electronics,Tokyo,38700,23220,15480
1311,2026-11-11,Maria Lee,Phone,Electronics,Osaka,153394,92036.4,61357.6
1312,2026-11-12,Ken Ito,Chair,Furniture,Kyoto,457168,274300.8,182867.2
1313,2026-11-13,Anna Kim,Desk,Furniture,Tokyo,340461,204276.6,136184.4
1314,2026-11-14,David Park,Table,Electronics,Nagoya,209637,125782.2,83854.8
1315,2026-11-15,John Smith,Laptop,Electronics,Tokyo,79115,47469,31646
1316,2026-11-16,Maria Lee,Phone,Electronics,Osaka,447249,268349.4,178899.6
1317,2026-11-17,Ken Ito,Chair,Furniture,Kyoto,151295,90777,60518
1318,2026-11-18,Anna Kim,Desk,Furniture,Tokyo,442602,265561.2,177040.8
1319,2026-11-19,David Park,Table,Electronics,Nagoya,135920,81552,54368
1320,2026-11-20,John Smith,Laptop,Electronics,Tokyo,170513,102307.8,68205.2
1321,2026-11-21,Maria Lee,Phone,Electronics,Osaka,393462,236077.2,157384.8
1322,2026-11-22,Ken Ito,Chair,Furniture,Kyoto,189875,113925,75950
1323,2026-11-23,Anna Kim,Desk,Furniture,Tokyo,396378,237826.8,158551.2
1324,2026-11-24,David Park,Table,Electronics,Nagoya,350689,210413.4,140275.6
1325,2026-11-25,John Smith,Laptop,Electronics,Tokyo,436508,261904.8,174603.2
1326,2026-11-26,Maria Lee,Phone,Electronics,Osaka,405383,243229.8,162153.2
1327,2026-11-27,Ken Ito,Chair,Furniture,Kyoto,460252,276151.2,184100.8
1328,2026-11-28,Anna Kim,Desk,Furniture,Tokyo,439795,263877,175918
1329,2026-11-29,David Park,Table,Electronics,Nagoya,287252,172351.2,114900.8
1330,2026-11-30,John Smith,Laptop,Electronics,Tokyo,234251,140550.6,93700.4
1331,2026-12-01,Maria Lee,Phone,Electronics,Osaka,193100,115860,77240
1332,2026-12-02,Ken Ito,Chair,Furniture,Kyoto,169300,101580,67720
1333,2026-12-03,Anna Kim,Desk,Furniture,Tokyo,110054,66032.4,44021.6
1334,2026-12-04,David Park,Table,Electronics,Nagoya,152600,91560,61040
1335,2026-12-05,John Smith,Laptop,Electronics,Tokyo,33891,20334.6,13556.4
1336,2026-12-06,Maria Lee,Phone,Electronics,Osaka,139507,83704.2,55802.8
1337,2026-12-07,Ken Ito,Chair,Furniture,Kyoto,259903,155941.8,103961.2
1338,2026-12-08,Anna Kim,Desk,Furniture,Tokyo,79416,47649.6,31766.4
1339,2026-12-09,David Park,Table,Electronics,Nagoya,139238,83542.8,55695.2
1340,2026-12-10,John Smith,Laptop,Electronics,Tokyo,81909,49145.4,32763.6
1341,2026-12-11,Maria Lee,Phone,Electronics,Osaka,350724,210434.4,140289.6
1342,2026-12-12,Ken Ito,Chair,Furniture,Kyoto,101053,60631.8,40421.2
1343,2026-12-13,Anna Kim,Desk,Furniture,Tokyo,29052,17431.2,11620.8
1344,2026-12-14,David Park,Table,Electronics,Nagoya,22821,13692.6,9128.4
1345,2026-12-15,John Smith,Laptop,Electronics,Tokyo,118271,70962.6,47308.4
1346,2026-12-16,Maria Lee,Phone,Electronics,Osaka,368550,221130,147420
1347,2026-12-17,Ken Ito,Chair,Furniture,Kyoto,260848,156508.8,104339.2
1348,2026-12-18,Anna Kim,Desk,Furniture,Tokyo,463112,277867.2,185244.8
1349,2026-12-19,David Park,Table,Electronics,Nagoya,267645,160587,107058
1350,2026-12-20,John Smith,Laptop,Electronics,Tokyo,268615,161169,107446
1351,2026-12-21,Maria Lee,Phone,Electronics,Osaka,410820,246492,164328
1352,2026-12-22,Ken Ito,Chair,Furniture,Kyoto,415083,249049.8,166033.2
1353,2026-12-23,Anna Kim,Desk,Furniture,Tokyo,162075,97245,64830
1354,2026-12-24,David Park,Table,Electronics,Nagoya,353097,211858.2,141238.8
1355,2026-12-25,John Smith,Laptop,Electronics,Tokyo,99712,59827.2,39884.8
1356,2026-12-26,Maria Lee,Phone,Electronics,Osaka,389509,233705.4,155803.6
1357,2026-12-27,Ken Ito,Chair,Furniture,Kyoto,246995,148197,98798
1358,2026-12-28,Anna Kim,Desk,Furniture,Tokyo,84739,50843.4,33895.6
1359,2026-12-29,David Park,Table,Electronics,Nagoya,445976,267585.6,178390.4
1360,2026-12-30,John Smith,Laptop,Electronics,Tokyo,296602,177961.2,118640.8
1361,2026-12-31,Maria Lee,Phone,Electronics,Osaka,189805,113883,75922
1362,2027-01-01,Ken Ito,Chair,Furniture,Kyoto,185601,111360.6,74240.4
1363,2027-01-02,Anna Kim,Desk,Furniture,Tokyo,292040,175224,116816
1364,2027-01-03,David Park,Table,Electronics,Nagoya,428777,257266.2,171510.8
1365,2027-01-04,John Smith,Laptop,Electronics,Tokyo,122716,73629.6,49086.4
1366,2027-01-05,Maria Lee,Phone,Electronics,Osaka,230669,138401.4,92267.6
1367,2027-01-06,Ken Ito,Chair,Furniture,Kyoto,442989,265793.4,177195.6
1368,2027-01-07,Anna Kim,Desk,Furniture,Tokyo,167118,100270.8,66847.2
1369,2027-01-08,David Park,Table,Electronics,Nagoya,248969,149381.4,99587.6
1370,2027-01-09,John Smith,Laptop,Electronics,Tokyo,270702,162421.2,108280.8
1371,2027-01-10,Maria Lee,Phone,Electronics,Osaka,184778,110866.8,73911.2
1372,2027-01-11,Ken Ito,Chair,Furniture,Kyoto,329294,197576.4,131717.6
1373,2027-01-12,Anna Kim,Desk,Furniture,Tokyo,426276,255765.6,170510.4
1374,2027-01-13,David Park,Table,Electronics,Nagoya,261873,157123.8,104749.2
1375,2027-01-14,John Smith,Laptop,Electronics,Tokyo,358067,214840.2,143226.8
1376,2027-01-15,Maria Lee,Phone,Electronics,Osaka,389884,233930.4,155953.6
1377,2027-01-16,Ken Ito,Chair,Furniture,Kyoto,15116,9069.6,6046.4
1378,2027-01-17,Anna Kim,Desk,Furniture,Tokyo,322984,193790.4,129193.6
1379,2027-01-18,David Park,Table,Electronics,Nagoya,441715,265029,176686
1380,2027-01-19,John Smith,Laptop,Electronics,Tokyo,188138,112882.8,75255.2
1381,2027-01-20,Maria Lee,Phone,Electronics,Osaka,457098,274258.8,182839.2
1382,2027-01-21,Ken Ito,Chair,Furniture,Kyoto,130281,78168.6,52112.4
1383,2027-01-22,Anna Kim,Desk,Furniture,Tokyo,380598,228358.8,152239.2
1384,2027-01-23,David Park,Table,Electronics,Nagoya,51962,31177.2,20784.8
1385,2027-01-24,John Smith,Laptop,Electronics,Tokyo,26562,15937.2,10624.8
1386,2027-01-25,Maria Lee,Phone,Electronics,Osaka,126531,75918.6,50612.4
1387,2027-01-26,Ken Ito,Chair,Furniture,Kyoto,372780,223668,149112
1388,2027-01-27,Anna Kim,Desk,Furniture,Tokyo,108824,65294.4,43529.6
1389,2027-01-28,David Park,Table,Electronics,Nagoya,331217,198730.2,132486.8
1390,2027-01-29,John Smith,Laptop,Electronics,Tokyo,434691,260814.6,173876.4
1391,2027-01-30,Maria Lee,Phone,Electronics,Osaka,289024,173414.4,115609.6
1392,2027-01-31,Ken Ito,Chair,Furniture,Kyoto,57678,34606.8,23071.2
1393,2027-02-01,Anna Kim,Desk,Furniture,Tokyo,286843,172105.8,114737.2
1394,2027-02-02,David Park,Table,Electronics,Nagoya,450233,270139.8,180093.2
1395,2027-02-03,John Smith,Laptop,Electronics,Tokyo,373816,224289.6,149526.4
1396,2027-02-04,Maria Lee,Phone,Electronics,Osaka,220860,132516,88344
1397,2027-02-05,Ken Ito,Chair,Furniture,Kyoto,52960,31776,21184
1398,2027-02-06,Anna Kim,Desk,Furniture,Tokyo,87602,52561.2,35040.8
1399,2027-02-07,David Park,Table,Electronics,Nagoya,452051,271230.6,180820.4
1400,2027-02-08,John Smith,Laptop,Electronics,Tokyo,77656,46593.6,31062.4
1401,2027-02-09,Maria Lee,Phone,Electronics,Osaka,37296,22377.6,14918.4
1402,2027-02-10,Ken Ito,Chair,Furniture,Kyoto,153210,91926,61284
1403,2027-02-11,Anna Kim,Desk,Furniture,Tokyo,28493,17095.8,11397.2
1404,2027-02-12,David Park,Table,Electronics,Nagoya,408832,245299.2,163532.8
1405,2027-02-13,John Smith,Laptop,Electronics,Tokyo,190263,114157.8,76105.2
1406,2027-02-14,Maria Lee,Phone,Electronics,Osaka,396784,238070.4,158713.6
1407,2027-02-15,Ken Ito,Chair,Furniture,Kyoto,457852,274711.2,183140.8
1408,2027-02-16,Anna Kim,Desk,Furniture,Tokyo,331993,199195.8,132797.2
1409,2027-02-17,David Park,Table,Electronics,Nagoya,462290,277374,184916
1410,2027-02-18,John Smith,Laptop,Electronics,Tokyo,348239,208943.4,139295.6
1411,2027-02-19,Maria Lee,Phone,Electronics,Osaka,170679,102407.4,68271.6
1412,2027-02-20,Ken Ito,Chair,Furniture,Kyoto,60509,36305.4,24203.6
1413,2027-02-21,Anna Kim,Desk,Furniture,Tokyo,431414,258848.4,172565.6
1414,2027-02-22,David Park,Table,Electronics,Nagoya,48067,28840.2,19226.8
1415,2027-02-23,John Smith,Laptop,Electronics,Tokyo,481844,289106.4,192737.6
1416,2027-02-24,Maria Lee,Phone,Electronics,Osaka,212458,127474.8,84983.2
1417,2027-02-25,Ken Ito,Chair,Furniture,Kyoto,471431,282858.6,188572.4
1418,2027-02-26,Anna Kim,Desk,Furniture,Tokyo,199290,119574,79716
1419,2027-02-27,David Park,Table,Electronics,Nagoya,363437,218062.2,145374.8
1420,2027-02-28,John Smith,Laptop,Electronics,Tokyo,227669,136601.4,91067.6
1421,2027-03-01,Maria Lee,Phone,Electronics,Osaka,242261,145356.6,96904.4
1422,2027-03-02,Ken Ito,Chair,Furniture,Kyoto,199437,119662.2,79774.8
1423,2027-03-03,Anna Kim,Desk,Furniture,Tokyo,90698,54418.8,36279.2
1424,2027-03-04,David Park,Table,Electronics,Nagoya,428024,256814.4,171209.6
1425,2027-03-05,John Smith,Laptop,Electronics,Tokyo,429720,257832,171888
1426,2027-03-06,Maria Lee,Phone,Electronics,Osaka,293121,175872.6,117248.4
1427,2027-03-07,Ken Ito,Chair,Furniture,Kyoto,449331,269598.6,179732.4
1428,2027-03-08,Anna Kim,Desk,Furniture,Tokyo,383519,230111.4,153407.6
